submission_id,platform,campaign_type,days_live,creator_followers,avg_views_30d,video_length_sec,views,likes,comments,shares,saves,reach,avg_watch_time_sec,completion_rate,tier1_audience_pct,profile_traffic_pct,search_traffic_pct,fyp_reels_explore_pct,graph_pattern,retention_pattern,max_view_jump_pct,flatline_hours_before_jump,like_freeze_flag,late_like_spike_flag,no_matching_engagement_flag,comment_quality,suspicious_comment_pct,repeated_comment_pct,bot_like_profile_pct,views_to_avg_multiplier,like_rate,comment_rate,share_rate,engagement_rate,reach_view_ratio,fraud_risk_score,risk_level,label,decision_recommendation,likely_fraud_type,reviewer_reason,suggested_action,source_type,source_note
SYN-0006,Instagram,AI App Demo,13,2417,1358,60,6084,358,29,37,21,4309,42.71,0.7118,0.7032,0.1418,0.0311,0.7786,normal_viral_smooth,gradual_drop,0.3332,2,False,False,False,short_but_relevant,0.0015,0.0136,0.1129,4.4801,0.058843,0.004767,0.006082,0.069691,0.708251,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0252,TikTok,Anime Edit,1,2465,851,45,125648,166,18,47,384,60382,0.92,0.0205,0.2556,0.5594,0.3384,0.0673,vertical_spike_no_engagement,very_low_watch_time,3.2977,51,True,False,True,emoji_spam,0.7674,0.8215,0.7125,147.6475,0.001321,0.000143,0.000374,0.001838,0.480565,99,Critical,botted,Reject,fake_boost,large sudden view jump; views rise without matching engagement; likes freeze while views increase; high profile/search-style traffic,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0156,TikTok,Anime Edit,13,54787,72091,10,600000,9320,2,870,2711,569555,2.3,0.2303,0.2512,0.3412,0.1229,0.5032,late_like_spike,sudden_drop,0.3604,33,False,True,True,emoji_spam,0.2561,0.3431,0.2523,8.3228,0.015533,3e-06,0.00145,0.016987,0.949258,70,High,suspicious,Reject and ask for analytics in ticket,possible_fake_boost,views rise without matching engagement; high views with almost no comments; late like spike; comment quality: emoji_spam,Reject and write: Send analytics in ticket.,synthetic,Synthetic suspicious example generated from review rules.
SYN-0207,Instagram,Car Slideshows,13,2525,986,20,10000,29,0,2,11,148,2.85,0.1423,0.1224,0.5538,0.5474,0.0,vertical_spike_no_engagement,very_low_watch_time,4.4677,19,False,True,True,unrelated,0.7514,0.6672,0.713,10.142,0.0029,0.0,0.0002,0.0031,0.0148,99,Critical,botted,Reject,fake_boost,large sudden view jump; views rise without matching engagement; high views with almost no comments; late like spike,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0201,YouTube Shorts,Anime Edit,5,1657,2211,8,92092,1067,0,114,25,43504,2.17,0.2717,0.4698,0.393,0.312,0.2835,step_like_batches,sudden_drop,0.8824,35,False,False,True,mixed,0.2865,0.2343,0.2302,41.6517,0.011586,0.0,0.001238,0.012824,0.472397,73,High,suspicious,Reject and ask for analytics in ticket,possible_engagement_pod,views rise without matching engagement; high views with almost no comments,Reject and write: Send analytics in ticket.,synthetic,Synthetic suspicious example generated from review rules.
SYN-0211,TikTok,Anime Edit,4,5150,4526,20,208276,16564,30,71,741,164548,1.27,0.0633,0.0639,0.7621,0.2784,0.0,vertical_spike_no_engagement,very_low_watch_time,1.9562,46,False,False,True,generic_repeated,0.9981,0.6109,0.8278,46.0177,0.079529,0.000144,0.000341,0.080014,0.790048,99,Critical,botted,Reject,view_injection,large sudden view jump; views rise without matching engagement; high profile/search-style traffic; comment quality: generic_repeated,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0060,TikTok,Finance Explainer,14,155,130,45,283,22,3,2,1,128,34.38,0.7639,0.6111,0.1523,0.0482,0.7647,smooth_gradual,gradual_drop,0.1217,0,False,False,False,short_but_relevant,0.0494,0.0058,0.1155,2.1769,0.077739,0.010601,0.007067,0.095406,0.452297,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0058,TikTok,Finance Explainer,14,265,116,60,572,26,1,2,2,266,32.62,0.5437,0.6811,0.2144,0.1483,0.6371,smooth_gradual,strong_retention,0.3121,2,False,False,False,relevant_discussion,0.0922,0.0487,0.006,4.931,0.045455,0.001748,0.003497,0.050699,0.465035,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0131,YouTube Shorts,Finance Explainer,3,4516,359,8,10000,132,5,5,3,4490,1.64,0.2056,0.2593,0.5281,0.2579,0.1987,late_like_spike,sudden_drop,0.5711,9,True,True,True,emoji_spam,0.2626,0.4419,0.3523,27.8552,0.0132,0.0005,0.0005,0.0142,0.449,58,Medium,suspicious,Needs Manual Review,possible_engagement_pod,views rise without matching engagement; likes freeze while views increase; late like spike; high profile/search-style traffic,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0133,YouTube Shorts,Car Slideshows,10,44788,10065,25,96372,1157,38,10,75,50081,3.79,0.1516,0.3418,0.2406,0.2548,0.4907,late_like_spike,sudden_drop,1.2121,5,False,True,False,mixed,0.2472,0.4532,0.2803,9.575,0.012006,0.000394,0.000104,0.012504,0.519663,49,Medium,suspicious,Needs Manual Review,needs_analytics,large sudden view jump; late like spike,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0035,YouTube Shorts,Tech Gadget,3,49789,39591,12,106750,804,183,461,84,95885,8.64,0.7203,0.6265,0.0548,0.055,0.8519,smooth_gradual,gradual_drop,0.3618,0,False,False,False,short_but_relevant,0.07,0.0502,0.0894,2.6963,0.007532,0.001714,0.004319,0.013564,0.89822,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0149,TikTok,Fitness Clip,12,77808,96290,8,600000,12979,196,321,2646,228393,2.6,0.3255,0.6989,0.28,0.1106,0.5548,flat_then_spike,sudden_drop,0.781,22,False,False,True,generic_repeated,0.5961,0.4274,0.5202,6.2312,0.021632,0.000327,0.000535,0.022493,0.380655,73,High,suspicious,Reject and ask for analytics in ticket,possible_fake_views,views rise without matching engagement; comment quality: generic_repeated,Reject and write: Send analytics in ticket.,synthetic,Synthetic suspicious example generated from review rules.
SYN-0138,Instagram,Car Slideshows,11,51651,12963,15,600000,14725,44,670,2185,308901,3.29,0.219,0.4527,0.4287,0.0812,0.4102,low_engagement_smooth,low_watch_time,0.5409,15,False,False,False,unrelated,0.2242,0.193,0.4871,46.2856,0.024542,7.3e-05,0.001117,0.025732,0.514835,64,High,suspicious,Reject and ask for analytics in ticket,needs_analytics,comment quality: unrelated,Reject and write: Send analytics in ticket.,synthetic,Synthetic suspicious example generated from review rules.
SYN-0027,Instagram,Fitness Clip,4,85711,128183,10,345260,23920,773,3800,105,275271,5.45,0.5449,0.5954,0.1621,0.0359,0.7499,smooth_gradual,strong_retention,0.1279,3,False,False,False,short_but_relevant,0.0314,0.0489,0.1197,2.6935,0.069281,0.002239,0.011006,0.082526,0.797286,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0272,TikTok,Travel Hook,13,303,351,30,12408,87,1,4,39,7132,0.79,0.0264,0.5181,0.8513,0.1374,0.0,flat_then_spike,very_low_watch_time,2.4923,34,False,False,True,unrelated,0.5672,0.6934,0.5353,35.3504,0.007012,8.1e-05,0.000322,0.007415,0.57479,99,Critical,botted,Reject,autoclick_autoswipe,large sudden view jump; views rise without matching engagement; high views with almost no comments; high profile/search-style traffic,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0275,Instagram,Mobile Game Speedrun,10,19583,2932,20,143704,982,5,45,433,13214,4.09,0.2046,0.4259,0.484,0.5991,0.0,flat_then_spike,very_low_watch_time,3.6382,71,False,False,True,unrelated,0.7886,0.6326,0.7352,49.0123,0.006833,3.5e-05,0.000313,0.007181,0.091953,99,Critical,botted,Reject,fake_boost,large sudden view jump; views rise without matching engagement; low reach-to-view ratio; comment quality: unrelated,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0062,YouTube Shorts,Fitness Clip,2,30027,20771,12,37811,627,7,75,12,17832,4.42,0.3686,0.4612,0.1965,0.1312,0.6625,normal_viral_smooth,gradual_drop,0.3907,2,False,False,False,mixed,0.0583,0.0352,0.0039,1.8204,0.016582,0.000185,0.001984,0.018751,0.471609,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0258,YouTube Shorts,Tech Gadget,7,992,179,45,16205,619,3,9,8,14471,6.98,0.155,0.4269,0.6825,0.5705,0.0,likes_freeze,broken_or_missing,2.9099,46,True,False,True,unrelated,0.7049,0.7835,0.7627,90.5307,0.038198,0.000185,0.000555,0.038939,0.892996,99,Critical,botted,Reject,view_injection,large sudden view jump; views rise without matching engagement; high views with almost no comments; likes freeze while views increase,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0263,TikTok,Fitness Clip,4,103,50,12,10000,740,2,2,25,5948,1.33,0.1111,0.2927,0.4355,0.2377,0.2976,step_like_batches,broken_or_missing,3.9273,61,False,True,True,emoji_spam,0.8334,0.7714,0.9268,200.0,0.074,0.0002,0.0002,0.0744,0.5948,99,Critical,botted,Reject,fake_likes,large sudden view jump; views rise without matching engagement; high views with almost no comments; late like spike,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0285,TikTok,Car Slideshows,3,12399,12417,60,850000,2796,79,8,526,491328,11.12,0.1854,0.4295,0.6327,0.3907,0.0,likes_freeze,very_low_watch_time,3.0612,31,True,False,False,emoji_spam,0.5944,0.6257,0.6431,68.4545,0.003289,9.3e-05,9e-06,0.003392,0.578033,99,Critical,botted,Reject,fake_boost,large sudden view jump; likes freeze while views increase; high profile/search-style traffic; comment quality: emoji_spam,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0082,YouTube Shorts,Tech Gadget,13,379506,187133,12,904023,17198,517,894,529,613024,4.1,0.3417,0.7275,0.139,0.1316,0.7165,smooth_gradual,strong_retention,0.1255,2,False,False,False,short_but_relevant,0.0381,0.0716,0.0453,4.8309,0.019024,0.000572,0.000989,0.020585,0.678107,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0109,YouTube Shorts,Car Slideshows,1,4710,6715,25,72029,869,41,79,31,53635,4.34,0.1738,0.1802,0.2663,0.3895,0.297,step_like_batches,flat_or_odd,0.5341,21,False,False,False,mixed,0.2121,0.2711,0.2798,10.7266,0.012065,0.000569,0.001097,0.013731,0.744631,54,Medium,suspicious,Needs Manual Review,needs_analytics,mixed signals require analytics,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0104,YouTube Shorts,Mobile Game Speedrun,14,93855,90889,30,600000,4059,383,148,238,430151,3.51,0.1171,0.5393,0.5743,0.0788,0.3081,flat_then_spike,sudden_drop,1.6367,31,False,False,True,generic_repeated,0.2679,0.4983,0.2058,6.6015,0.006765,0.000638,0.000247,0.00765,0.716918,71,High,suspicious,Reject and ask for analytics in ticket,possible_fake_views,large sudden view jump; views rise without matching engagement; high profile/search-style traffic; comment quality: generic_repeated,Reject and write: Send analytics in ticket.,synthetic,Synthetic suspicious example generated from review rules.
SYN-0030,YouTube Shorts,Car Slideshows,13,343161,463497,10,357381,6687,45,1036,313,227096,7.96,0.7962,0.5294,0.1078,0.1498,0.6732,smooth_gradual,strong_retention,0.1474,0,False,False,False,mixed,0.0082,0.0717,0.1258,0.7711,0.018711,0.000126,0.002899,0.021736,0.635445,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0220,YouTube Shorts,Car Slideshows,4,163083,177338,8,850000,1871,4,348,548,397101,0.45,0.0559,0.5255,0.6073,0.2918,0.0501,likes_freeze,broken_or_missing,2.2596,23,True,True,True,emoji_spam,0.685,0.3529,0.6428,4.7931,0.002201,5e-06,0.000409,0.002615,0.467178,99,Critical,botted,Reject,fake_views,large sudden view jump; views rise without matching engagement; likes freeze while views increase; late like spike,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0092,Instagram,Tech Gadget,6,129165,10244,12,120513,3939,672,880,650,104461,8.57,0.7146,0.5741,0.084,0.1183,0.7206,normal_viral_smooth,gradual_drop,0.1817,1,False,False,False,mixed,0.0322,0.006,0.0549,11.7643,0.032685,0.005576,0.007302,0.045564,0.866803,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0031,TikTok,Fitness Clip,14,66222,83485,10,381138,36183,1713,1452,1881,224895,5.09,0.5092,0.4834,0.203,0.0098,0.7742,normal_viral_smooth,gradual_drop,0.385,3,False,False,False,relevant_discussion,0.0029,0.0145,0.0696,4.5653,0.094934,0.004494,0.00381,0.103238,0.590062,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0291,TikTok,Fitness Clip,5,167,244,10,11466,574,0,2,27,6879,1.06,0.1058,0.3888,0.7951,0.3692,0.0,vertical_spike_no_engagement,very_low_watch_time,1.9641,56,False,False,True,generic_repeated,0.773,0.5194,0.4603,46.9918,0.050061,0.0,0.000174,0.050235,0.599948,99,Critical,botted,Reject,fake_boost,large sudden view jump; views rise without matching engagement; high views with almost no comments; high profile/search-style traffic,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0186,Instagram,Anime Edit,13,14980,4103,8,180849,673,13,122,1053,64713,2.97,0.3716,0.606,0.4049,0.3146,0.2645,step_like_batches,sudden_drop,0.7899,8,False,False,False,unrelated,0.479,0.4521,0.5529,44.0773,0.003721,7.2e-05,0.000675,0.004468,0.357829,63,High,suspicious,Reject and ask for analytics in ticket,possible_engagement_pod,comment quality: unrelated,Reject and write: Send analytics in ticket.,synthetic,Synthetic suspicious example generated from review rules.
SYN-0105,Instagram,Finance Explainer,3,100168,85933,20,366777,4153,197,580,2120,133671,1.91,0.0954,0.2014,0.185,0.2935,0.472,flat_then_spike,flat_or_odd,0.8002,3,False,False,True,generic_repeated,0.5279,0.2877,0.3802,4.2682,0.011323,0.000537,0.001581,0.013441,0.364448,54,Medium,suspicious,Needs Manual Review,possible_autoswipe,views rise without matching engagement; comment quality: generic_repeated,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0280,TikTok,Tech Gadget,7,5755,8393,60,377046,24,36,64,1881,340595,9.78,0.1629,0.4926,0.4276,0.2538,0.2385,flat_then_spike,broken_or_missing,1.8571,15,False,False,True,unrelated,0.9137,0.3709,0.7195,44.9239,6.4e-05,9.5e-05,0.00017,0.000329,0.903325,99,Critical,botted,Reject,fake_boost,large sudden view jump; views rise without matching engagement; comment quality: unrelated,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0036,TikTok,Tech Gadget,6,237683,217222,15,953914,133303,7604,3631,257,552000,11.35,0.7568,0.6531,0.038,0.0046,0.9231,normal_viral_smooth,strong_retention,0.3502,0,False,False,False,short_but_relevant,0.0414,0.0649,0.1338,4.3914,0.139743,0.007971,0.003806,0.151521,0.578669,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0169,Instagram,Car Slideshows,7,19740,24652,15,600000,12907,4,540,2887,182674,3.12,0.2082,0.5198,0.4629,0.0525,0.3863,flat_then_spike,sudden_drop,0.6022,7,False,False,True,generic_repeated,0.3924,0.2104,0.2467,24.3388,0.021512,7e-06,0.0009,0.022418,0.304457,59,Medium,suspicious,Needs Manual Review,possible_autoswipe,views rise without matching engagement; comment quality: generic_repeated,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0296,TikTok,Fitness Clip,14,377237,122241,8,850000,3582,5,318,3281,840035,0.38,0.0474,0.041,0.6163,0.3783,0.0017,likes_freeze,flat_retention,3.4525,22,True,False,True,none,0.4942,0.3838,0.5572,6.9535,0.004214,6e-06,0.000374,0.004594,0.988276,99,Critical,botted,Reject,autoclick_autoswipe,large sudden view jump; views rise without matching engagement; likes freeze while views increase; high profile/search-style traffic,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0217,Instagram,Car Slideshows,3,142985,146883,10,850000,1609,1,145,3679,66164,0.96,0.0958,0.2918,0.8649,0.3224,0.0,vertical_spike_no_engagement,flat_retention,2.1657,34,False,False,True,none,0.7788,0.5713,0.4655,5.7869,0.001893,1e-06,0.000171,0.002065,0.07784,99,Critical,botted,Reject,view_injection,large sudden view jump; views rise without matching engagement; high views with almost no comments; low reach-to-view ratio,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0218,YouTube Shorts,Travel Hook,2,121676,173906,10,850000,6440,0,256,655,722715,1.45,0.1451,0.025,0.5608,0.4115,0.0,vertical_spike_no_engagement,flat_retention,2.7197,61,False,False,True,unrelated,0.798,0.4486,0.4593,4.8877,0.007576,0.0,0.000301,0.007878,0.850253,99,Critical,botted,Reject,fake_views,large sudden view jump; views rise without matching engagement; high views with almost no comments; high profile/search-style traffic,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0266,YouTube Shorts,Travel Hook,8,76645,78189,25,850000,50386,125,320,211,476082,1.47,0.0587,0.0869,0.4952,0.1195,0.2948,vertical_spike_no_engagement,very_low_watch_time,4.2795,33,False,False,True,emoji_spam,0.6522,0.5368,0.5721,10.8711,0.059278,0.000147,0.000376,0.059801,0.560096,99,Critical,botted,Reject,view_injection,large sudden view jump; views rise without matching engagement; comment quality: emoji_spam,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0015,TikTok,Finance Explainer,13,97,50,60,43,2,1,1,0,39,28.07,0.4678,0.8433,0.0738,0.1071,0.8138,smooth_gradual,strong_retention,0.0672,3,False,False,False,short_but_relevant,0.0407,0.0576,0.1295,0.86,0.046512,0.023256,0.023256,0.093023,0.906977,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0157,YouTube Shorts,Car Slideshows,12,546,331,8,10000,54,3,10,3,4292,2.35,0.2936,0.4376,0.5929,0.3701,0.0,late_like_spike,low_watch_time,1.6985,26,True,True,True,mixed,0.4626,0.1042,0.2635,30.2115,0.0054,0.0003,0.001,0.0067,0.4292,51,Medium,suspicious,Needs Manual Review,needs_analytics,large sudden view jump; views rise without matching engagement; high views with almost no comments; likes freeze while views increase,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0014,YouTube Shorts,Travel Hook,4,673,91,45,218,4,1,1,0,164,33.64,0.7476,0.4339,0.195,0.1461,0.6321,smooth_gradual,gradual_drop,0.1784,0,False,False,False,relevant_discussion,0.0227,0.0338,0.1428,2.3956,0.018349,0.004587,0.004587,0.027523,0.752294,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0230,Instagram,AI App Demo,5,4004,5328,10,757175,1210,4,268,3858,16692,1.14,0.1142,0.4193,0.6213,0.1063,0.2483,likes_freeze,broken_or_missing,4.4539,40,True,False,True,none,0.7096,0.7906,0.8709,142.1124,0.001598,5e-06,0.000354,0.001957,0.022045,99,Critical,botted,Reject,autoclick_autoswipe,large sudden view jump; views rise without matching engagement; likes freeze while views increase; low reach-to-view ratio,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0174,YouTube Shorts,Anime Edit,1,2051,1115,20,64981,361,11,87,11,38083,2.4,0.12,0.2941,0.1612,0.2842,0.5517,low_engagement_smooth,flat_or_odd,1.219,35,True,False,False,generic_repeated,0.2755,0.1808,0.223,58.2789,0.005555,0.000169,0.001339,0.007064,0.586064,73,High,suspicious,Reject and ask for analytics in ticket,possible_fake_boost,large sudden view jump; likes freeze while views increase; comment quality: generic_repeated,Reject and write: Send analytics in ticket.,synthetic,Synthetic suspicious example generated from review rules.
SYN-0262,Instagram,Tech Gadget,12,653,379,8,23083,14,2,8,70,5458,1.4,0.1756,0.3704,0.3535,0.3936,0.2303,flat_then_spike,very_low_watch_time,1.5602,24,False,False,True,generic_repeated,0.8351,0.8375,0.7368,60.905,0.000607,8.7e-05,0.000347,0.00104,0.236451,99,Critical,botted,Reject,view_injection,large sudden view jump; views rise without matching engagement; high views with almost no comments; low reach-to-view ratio,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0083,Instagram,Finance Explainer,14,2087,2139,15,7112,601,25,67,28,6058,9.39,0.626,0.8722,0.0106,0.0785,0.8362,normal_viral_smooth,strong_retention,0.1292,2,False,False,False,short_but_relevant,0.0999,0.0037,0.1316,3.3249,0.084505,0.003515,0.009421,0.097441,0.8518,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0253,TikTok,Travel Hook,4,186058,46891,12,850000,24132,1,240,775,696593,2.29,0.1911,0.1158,0.5059,0.4012,0.0531,flat_then_spike,broken_or_missing,3.7365,15,False,False,True,unrelated,0.942,0.7763,0.9057,18.1271,0.028391,1e-06,0.000282,0.028674,0.819521,99,Critical,botted,Reject,fake_views,large sudden view jump; views rise without matching engagement; high views with almost no comments; high profile/search-style traffic,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0164,TikTok,Tech Gadget,10,111,145,20,10000,177,1,20,8,3860,5.77,0.2883,0.3143,0.2891,0.3997,0.2145,low_engagement_smooth,sudden_drop,0.5933,23,False,False,True,unrelated,0.591,0.1695,0.316,68.9655,0.0177,0.0001,0.002,0.0198,0.386,56,Medium,suspicious,Needs Manual Review,possible_autoswipe,views rise without matching engagement; high views with almost no comments; comment quality: unrelated,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0047,TikTok,Finance Explainer,13,382512,37852,10,65931,6251,570,807,259,48527,6.0,0.5998,0.5929,0.1964,0.0805,0.6673,normal_viral_smooth,gradual_drop,0.169,3,False,False,False,mixed,0.0662,0.0161,0.0793,1.7418,0.094811,0.008645,0.01224,0.115697,0.736027,5,Low,clean,Approve / monitor later,none,metrics and graph pattern move proportionally,"Approve, but monitor high-view posts after approval.",synthetic,Synthetic clean example generated from review rules.
SYN-0126,TikTok,Finance Explainer,2,414,602,60,15481,280,1,21,45,10448,20.76,0.3461,0.4417,0.2465,0.3155,0.3773,low_engagement_smooth,flat_or_odd,0.4423,15,False,False,True,emoji_spam,0.5839,0.1391,0.5415,25.7159,0.018087,6.5e-05,0.001357,0.019508,0.674892,58,Medium,suspicious,Needs Manual Review,possible_engagement_pod,views rise without matching engagement; high views with almost no comments; comment quality: emoji_spam,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0281,Instagram,Travel Hook,6,13177,11826,60,826710,183,0,129,1880,158650,8.65,0.1441,0.2089,0.5011,0.1069,0.3442,vertical_spike_no_engagement,broken_or_missing,3.1724,58,False,True,True,unrelated,0.9501,0.6966,0.8036,69.9061,0.000221,0.0,0.000156,0.000377,0.191905,99,Critical,botted,Reject,view_injection,large sudden view jump; views rise without matching engagement; high views with almost no comments; late like spike,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0177,TikTok,Car Slideshows,11,87,50,12,10000,36,2,7,46,8695,4.15,0.3461,0.5456,0.3517,0.1595,0.4473,low_engagement_smooth,sudden_drop,0.8966,30,False,False,True,mixed,0.18,0.4872,0.4607,200.0,0.0036,0.0002,0.0007,0.0045,0.8695,69,High,suspicious,Reject and ask for analytics in ticket,possible_engagement_pod,views rise without matching engagement; high views with almost no comments,Reject and write: Send analytics in ticket.,synthetic,Synthetic suspicious example generated from review rules.
SYN-0198,Instagram,Fitness Clip,1,57267,47987,15,600000,11668,3,968,2266,144575,5.67,0.3778,0.3101,0.3612,0.0507,0.5624,low_engagement_smooth,sudden_drop,1.4076,15,False,False,True,unrelated,0.3072,0.1876,0.2241,12.5034,0.019447,5e-06,0.001613,0.021065,0.240958,51,Medium,suspicious,Needs Manual Review,possible_engagement_pod,large sudden view jump; views rise without matching engagement; high views with almost no comments; low reach-to-view ratio,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0196,YouTube Shorts,AI App Demo,6,1828,2083,12,51063,753,20,64,40,47337,3.19,0.2661,0.4906,0.3866,0.2052,0.3722,flat_then_spike,low_watch_time,0.568,34,False,False,True,emoji_spam,0.2474,0.4576,0.3048,24.5142,0.014746,0.000392,0.001253,0.016392,0.927031,57,Medium,suspicious,Needs Manual Review,possible_autoswipe,views rise without matching engagement; comment quality: emoji_spam,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0274,YouTube Shorts,Finance Explainer,11,823,760,45,79081,5459,2,30,66,66795,0.98,0.0218,0.2972,0.4108,0.5198,0.0274,flat_then_spike,broken_or_missing,2.114,16,False,True,True,generic_repeated,0.9934,0.7691,0.7784,104.0539,0.06903,2.5e-05,0.000379,0.069435,0.84464,99,Critical,botted,Reject,view_injection,large sudden view jump; views rise without matching engagement; high views with almost no comments; late like spike,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
SYN-0139,Instagram,Car Slideshows,3,74,78,60,10000,239,4,2,34,2763,19.53,0.3256,0.3366,0.4219,0.2695,0.2741,low_engagement_smooth,sudden_drop,1.6238,20,False,False,True,mixed,0.4703,0.1068,0.3531,128.2051,0.0239,0.0004,0.0002,0.0245,0.2763,46,Medium,suspicious,Needs Manual Review,possible_fake_views,large sudden view jump; views rise without matching engagement; low reach-to-view ratio,"Manually review graph, comments, traffic source, geography, and account history.",synthetic,Synthetic suspicious example generated from review rules.
SYN-0241,Instagram,Tech Gadget,14,11558,8808,15,850000,41901,2,307,2247,6068,0.94,0.0626,0.0236,0.4837,0.4393,0.0264,vertical_spike_no_engagement,flat_retention,4.1614,19,False,False,True,emoji_spam,0.5793,0.6118,0.5589,96.5032,0.049295,2e-06,0.000361,0.049659,0.007139,99,Critical,botted,Reject,autoclick_autoswipe,large sudden view jump; views rise without matching engagement; high views with almost no comments; low reach-to-view ratio,Reject; escalate only if analytics confirms deliberate botting.,synthetic,Synthetic botted example generated from review rules.
